,id,date,search
577,1337075831424729088,2020-12-10,AMZN
578,1337075755109543937,2020-12-10,AMZN
579,1337075674817892368,2020-12-10,AMZN
580,1337075584497831937,2020-12-10,AMZN
581,1337075384056242176,2020-12-10,AMZN
582,1337075382282031106,2020-12-10,AMZN
583,1337075240871096322,2020-12-10,AMZN
584,1337075234994843653,2020-12-10,AMZN
585,1337075167357358080,2020-12-10,AMZN
586,1337075161745526784,2020-12-10,AMZN
587,1337075138500714497,2020-12-10,AMZN
588,1337075111334006785,2020-12-10,AMZN
589,1337075040777621504,2020-12-10,AMZN
590,1337074891938521088,2020-12-10,AMZN
591,1337074866369998851,2020-12-10,AMZN
592,1337074715995774976,2020-12-10,AMZN
593,1337074665752293380,2020-12-10,AMZN
594,1337074625478537227,2020-12-10,AMZN
595,1337074508037910531,2020-12-10,AMZN
596,1337074438081294340,2020-12-10,AMZN
597,1337074375380627459,2020-12-10,AMZN
598,1337074184137158657,2020-12-10,AMZN
599,1337074124456386561,2020-12-10,AMZN
600,1337074017187061764,2020-12-10,AMZN
601,1337074015123484672,2020-12-10,AMZN
602,1337073954725326848,2020-12-10,AMZN
603,1337073865802059777,2020-12-10,AMZN
604,1337073852048924673,2020-12-10,AMZN
605,1337073658561519617,2020-12-10,AMZN
606,1337073632015769603,2020-12-10,AMZN
607,1337073611010609156,2020-12-10,AMZN
608,1337073554777640960,2020-12-10,AMZN
609,1337073543557820417,2020-12-10,AMZN
610,1337073543352365056,2020-12-10,AMZN
611,1337073418580217862,2020-12-10,AMZN
612,1337073410162249731,2020-12-10,AMZN
613,1337073396606062593,2020-12-10,AMZN
614,1337073317782687744,2020-12-10,AMZN
615,1337073265555156995,2020-12-10,AMZN
616,1337073105093734402,2020-12-10,AMZN
617,1337073027293442050,2020-12-10,AMZN
618,1337072864751742981,2020-12-10,AMZN
619,1337072706186072069,2020-12-10,AMZN
620,1337072637936345103,2020-12-10,AMZN
621,1337072323724267521,2020-12-10,AMZN
622,1337072186696364034,2020-12-10,AMZN
623,1337072028914946049,2020-12-10,AMZN
624,1337071894240038913,2020-12-10,AMZN
625,1337071853920264192,2020-12-10,AMZN
626,1337071724840558602,2020-12-10,AMZN
627,1337071719954096128,2020-12-10,AMZN
628,1337071548960821251,2020-12-10,AMZN
629,1337071488789180416,2020-12-10,AMZN
630,1337071449547280385,2020-12-10,AMZN
631,1337071371789197312,2020-12-10,AMZN
632,1337071298854449152,2020-12-10,AMZN
633,1337071115211051008,2020-12-10,AMZN
